Cluster,Gene,PCT 1,PCT 2,PCT Ratio,Average Log2FC,p value
PVT-2A,Gm15336,0.122,0.278,0.438848921,-0.830072062,1.45E-06
PVT-2A,Nt5m,0.17,0.349,0.487106017,-0.511427856,1.45E-06
PVT-2A,Entpd5,0.12,0.276,0.434782609,-0.828273786,1.48E-06
PVT-2A,Tbc1d2b,0.066,0.198,0.333333333,-1.18730543,1.48E-06
PVT-2A,Aldh9a1,0.057,0.182,0.313186813,-1.284357842,1.50E-06
PVT-2A,Zfp710,0.147,0.311,0.47266881,-0.763659206,1.51E-06
PVT-2A,Dguok,0.086,0.228,0.377192982,-0.931613739,1.51E-06
PVT-2A,Pot1b,0.084,0.227,0.370044053,-0.811223045,1.52E-06
PVT-2A,Sumf2,0.084,0.226,0.371681416,-0.901716913,1.52E-06
PVT-2A,Gckr,0.084,0.225,0.373333333,-0.977528457,1.52E-06
PVT-2A,Sh3bp5,0.147,0.319,0.460815047,-0.543044037,1.53E-06
PVT-2A,Mccc1,0.209,0.402,0.519900498,-0.470678681,1.53E-06
PVT-2A,Dusp22,0.172,0.345,0.498550725,-0.577376271,1.55E-06
PVT-2A,Cnot7,0.315,0.533,0.590994371,-0.437257634,1.56E-06
PVT-2A,Eif2ak4,0.413,0.581,0.710843373,-0.534991922,1.56E-06
PVT-2A,Ift46,0.1,0.245,0.408163265,-0.799254761,1.57E-06
PVT-2A,Dzip1l,0.063,0.192,0.328125,-1.289588431,1.58E-06
PVT-2A,Pex7,0.129,0.287,0.449477352,-0.711404463,1.58E-06
PVT-2A,Thra,0.896,0.756,1.185185185,0.482409099,1.59E-06
PVT-2A,Mrps28,0.122,0.278,0.438848921,-0.74464925,1.59E-06
PVT-2A,Gss,0.211,0.404,0.522277228,-0.479627285,1.60E-06
PVT-2A,Setd4,0.129,0.289,0.446366782,-0.714039961,1.60E-06
PVT-2A,Gramd1c,0.098,0.241,0.406639004,-0.929729514,1.60E-06
PVT-2A,Aldh4a1,0.111,0.262,0.423664122,-0.856629024,1.60E-06
PVT-2A,Gm26658,0.066,0.197,0.335025381,-1.165957082,1.61E-06
PVT-2A,Btbd9,0.989,0.988,1.001012146,-0.197935837,1.61E-06
PVT-2A,Rnaseh2b,0.113,0.265,0.426415094,-0.881812213,1.61E-06
PVT-2A,Tox4,0.209,0.402,0.519900498,-0.46801681,1.64E-06
PVT-2A,Ttc5,0.227,0.427,0.531615925,-0.39377762,1.65E-06
PVT-2A,Alg9,0.222,0.419,0.529832936,-0.453105512,1.67E-06
PVT-2A,Cers1,0.073,0.206,0.354368932,-1.152347239,1.69E-06
PVT-2A,Mras,0.254,0.461,0.550976139,-0.397747294,1.71E-06
PVT-2A,Polh,0.045,0.166,0.271084337,-1.373890031,1.71E-06
PVT-2A,Arl6,0.084,0.225,0.373333333,-0.784688454,1.74E-06
PVT-2A,Gpld1,0.222,0.421,0.527315914,-0.438828269,1.75E-06
PVT-2A,Nelfa,0.143,0.31,0.461290323,-0.619226161,1.76E-06
PVT-2A,Scaf11,0.327,0.538,0.607806691,-0.377346014,1.76E-06
PVT-2A,Gm37814,0.141,0.302,0.466887417,-0.686010252,1.76E-06
PVT-2A,Smyd4,0.186,0.365,0.509589041,-0.47079406,1.77E-06
PVT-2A,Chmp3,0.22,0.426,0.516431925,-0.338334137,1.78E-06
PVT-2A,Fam98a,0.186,0.364,0.510989011,-0.576407044,1.78E-06
PVT-2A,Gm48747,0.141,0.301,0.468438538,-0.684477539,1.79E-06
PVT-2A,Lipa,0.059,0.185,0.318918919,-1.330440232,1.83E-06
PVT-2A,Zic4,0.27,0.478,0.564853556,-0.48976776,1.86E-06
PVT-2A,Tmem104,0.07,0.203,0.344827586,-1.119269842,1.89E-06
PVT-2A,Hic2,0.104,0.251,0.414342629,-0.888205684,1.89E-06
PVT-2A,Syt14,0.927,0.874,1.060640732,-0.254543249,1.90E-06
PVT-2A,Ctns,0.054,0.178,0.303370787,-1.505773743,1.91E-06
PVT-2A,Rrp1b,0.107,0.256,0.41796875,-0.83899913,1.92E-06
PVT-2A,Vps13a,0.989,0.987,1.002026342,-0.164068225,1.93E-06
PVT-2A,Yipf5,0.159,0.328,0.484756098,-0.650756786,1.94E-06
PVT-2A,Cd200,0.274,0.487,0.562628337,-0.401625117,1.96E-06
PVT-2A,Gmeb1,0.234,0.432,0.541666667,-0.51265262,1.97E-06
PVT-2A,Brd9,0.304,0.526,0.577946768,-0.419801598,1.97E-06
PVT-2A,Tet2,0.283,0.494,0.572874494,-0.427200432,1.97E-06
PVT-2A,Nxpe2,0.066,0.197,0.335025381,-0.654274355,2.03E-06
PVT-2A,Med6,0.154,0.319,0.482758621,-0.652291875,2.04E-06
PVT-2A,Gm30054,0.127,0.286,0.444055944,-0.684760624,2.04E-06
PVT-2A,Esf1,0.29,0.511,0.567514677,-0.317501177,2.06E-06
PVT-2A,Homer1,0.311,0.516,0.602713178,-0.42511555,2.07E-06
PVT-2A,Cebpz,0.163,0.339,0.480825959,-0.502639719,2.10E-06
PVT-2A,Meaf6,0.34,0.551,0.617059891,-0.420892532,2.10E-06
PVT-2A,Senp3,0.145,0.309,0.469255663,-0.677382304,2.11E-06
PVT-2A,Cdh2,0.993,0.993,1,-0.179604246,2.13E-06
PVT-2A,H2afy2,0.111,0.263,0.422053232,-0.761970278,2.13E-06
PVT-2A,Ddx31,0.1,0.244,0.409836066,-0.919570086,2.14E-06
PVT-2A,Stk38l,0.227,0.412,0.550970874,-0.567195802,2.16E-06
PVT-2A,Trpm2,0.204,0.383,0.532637076,-0.576626792,2.17E-06
PVT-2A,Fam234a,0.118,0.268,0.440298507,-0.809960964,2.17E-06
PVT-2A,Ascc3,0.961,0.949,1.012644889,-0.194777803,2.20E-06
PVT-2A,Pbdc1,0.161,0.327,0.49235474,-0.615620924,2.20E-06
PVT-2A,Mindy4,0.104,0.253,0.411067194,-0.79478977,2.22E-06
PVT-2A,Zfp612,0.218,0.408,0.534313725,-0.483779793,2.23E-06
PVT-2A,Gm11437,0.073,0.204,0.357843137,-1.266455096,2.23E-06
PVT-2A,Trim35,0.304,0.519,0.585741811,-0.402965885,2.25E-06
PVT-2A,Ssh2,0.998,0.989,1.009100101,-0.124359701,2.27E-06
PVT-2A,Kdm6b,0.132,0.294,0.448979592,-0.511225712,2.27E-06
PVT-2A,Dnmt1,0.104,0.253,0.411067194,-0.748646343,2.28E-06
PVT-2A,Gm38604,0.181,0.354,0.511299435,-0.568882864,2.28E-06
PVT-2A,Aplp2,0.968,0.893,1.083986562,0.382137393,2.28E-06
PVT-2A,Paxip1,0.168,0.338,0.49704142,-0.611383931,2.31E-06
PVT-2A,Lrsam1,0.136,0.292,0.465753425,-0.797587752,2.31E-06
PVT-2A,Vti1a,0.993,0.984,1.009146341,-0.127372756,2.32E-06
PVT-2A,Slc35d1,0.116,0.261,0.444444444,-0.939565365,2.33E-06
PVT-2A,Ccdc6,0.211,0.406,0.519704433,-0.416099748,2.34E-06
PVT-2A,Mgat3,0.265,0.463,0.572354212,-0.498963042,2.36E-06
PVT-2A,Ampd3,0.159,0.328,0.484756098,-0.567221844,2.37E-06
PVT-2A,Gm15478,0.1,0.24,0.416666667,-0.911829191,2.38E-06
PVT-2A,Ric3,0.252,0.455,0.553846154,-0.420589253,2.39E-06
PVT-2A,Unc45a,0.154,0.322,0.47826087,-0.598851711,2.41E-06
PVT-2A,Zc3h3,0.193,0.376,0.513297872,-0.506131776,2.41E-06
PVT-2A,Zfp941,0.204,0.387,0.527131783,-0.528105536,2.42E-06
PVT-2A,Uqcrc2,0.288,0.512,0.5625,-0.260289671,2.42E-06
PVT-2A,Tstd2,0.036,0.15,0.24,-1.570324838,2.42E-06
PVT-2A,Herpud2,0.215,0.404,0.532178218,-0.498935872,2.44E-06
PVT-2A,Ccnc,0.34,0.549,0.619307832,-0.364061057,2.49E-06
PVT-2A,Dnaja3,0.168,0.337,0.49851632,-0.564357676,2.51E-06
PVT-2A,Trafd1,0.19,0.372,0.510752688,-0.543793575,2.51E-06
PVT-2A,Gm9866,0.229,0.417,0.549160671,-0.58580527,2.53E-06
PVT-2A,March4,0.159,0.327,0.486238532,-0.630507742,2.54E-06
PVT-2A,Zfp410,0.177,0.355,0.498591549,-0.491885556,2.54E-06
PVT-2A,Tyk2,0.102,0.248,0.411290323,-0.847478707,2.55E-06
PVT-2A,Gm27188,0.091,0.229,0.397379913,-1.021042108,2.55E-06
PVT-2A,Sap30bp,0.138,0.299,0.461538462,-0.700509822,2.56E-06
PVT-2A,Ablim3,0.937,0.884,1.059954751,-0.294637333,2.57E-06
PVT-2A,Coq5,0.141,0.299,0.471571906,-0.692734677,2.57E-06
PVT-2A,Rnf24,0.329,0.536,0.61380597,-0.366162468,2.59E-06
PVT-2A,Gm20045,0.093,0.237,0.392405063,-0.807822846,2.62E-06
PVT-2A,Ctdspl,0.365,0.542,0.673431734,-0.498790969,2.62E-06
PVT-2A,Tmed8,0.159,0.325,0.489230769,-0.502703039,2.63E-06
PVT-2A,Prkce,0.998,0.996,1.002008032,-0.153371879,2.67E-06
PVT-2A,Dhx8,0.104,0.25,0.416,-0.892639559,2.69E-06
PVT-2A,Xxylt1,0.118,0.271,0.435424354,-0.678356679,2.70E-06
PVT-2A,Brca2,0.043,0.159,0.270440252,-1.729078974,2.73E-06
PVT-2A,Pdia6,0.213,0.405,0.525925926,-0.438679089,2.75E-06
PVT-2A,Ncoa2,0.966,0.963,1.003115265,-0.186312802,2.76E-06
PVT-2A,Cep85,0.159,0.329,0.483282675,-0.544774009,2.76E-06
PVT-2A,Cdc7,0.122,0.275,0.443636364,-0.81181701,2.79E-06
PVT-2A,Sv2a,0.955,0.855,1.116959064,0.457733622,2.80E-06
PVT-2A,Slc1a4,0.091,0.232,0.392241379,-0.958705671,2.81E-06
PVT-2A,Rbm22,0.061,0.186,0.327956989,-1.393228503,2.81E-06
PVT-2A,Shld1,0.084,0.221,0.380090498,-0.938797565,2.82E-06
PVT-2A,Blzf1,0.098,0.241,0.406639004,-0.904776819,2.82E-06
PVT-2A,Acat2,0.127,0.278,0.456834532,-0.869626364,2.82E-06
PVT-2A,Ankrd16,0.138,0.297,0.464646465,-0.733847006,2.86E-06
PVT-2A,Ankrd13a,0.159,0.334,0.476047904,-0.439194357,2.92E-06
PVT-2A,Ambra1,0.982,0.965,1.01761658,-0.205336955,2.93E-06
PVT-2A,Socs5,0.159,0.328,0.484756098,-0.583246387,2.93E-06
PVT-2A,Tab3,0.161,0.329,0.489361702,-0.5641094,2.96E-06
PVT-2A,Pak7,0.921,0.874,1.053775744,-0.358494202,2.99E-06
PVT-2A,Zbtb40,0.104,0.251,0.414342629,-0.868263724,3.00E-06
PVT-2A,Cep44,0.102,0.248,0.411290323,-0.84722011,3.00E-06
PVT-2A,Elmod2,0.098,0.241,0.406639004,-0.807342086,3.01E-06
PVT-2A,Ccdc73,0.125,0.277,0.451263538,-0.729470001,3.02E-06
PVT-2A,Tarbp1,0.129,0.286,0.451048951,-0.637529175,3.03E-06
PVT-2A,Carnmt1,0.17,0.338,0.50295858,-0.596323765,3.03E-06
PVT-2A,Matr3,0.839,0.684,1.226608187,0.487840518,3.05E-06
PVT-2A,Slc30a6,0.127,0.279,0.455197133,-0.831606757,3.06E-06
PVT-2A,Gabpb1,0.197,0.378,0.521164021,-0.520761738,3.07E-06
PVT-2A,Tdrd5,0.077,0.211,0.36492891,-1.091826955,3.08E-06
PVT-2A,Ntan1,0.156,0.328,0.475609756,-0.488070874,3.09E-06
PVT-2A,Vegfc,0.075,0.208,0.360576923,-1.039996288,3.11E-06
PVT-2A,Tmem87b,0.268,0.475,0.564210526,-0.427014587,3.15E-06
PVT-2A,Ubxn11,0.091,0.231,0.393939394,-0.878002674,3.17E-06
PVT-2A,Ppfia4,0.288,0.513,0.561403509,-0.357356728,3.17E-06
PVT-2A,Tmem234,0.297,0.521,0.570057582,-0.355753797,3.20E-06
PVT-2A,Ripor2,0.984,0.964,1.020746888,-0.277022658,3.23E-06
PVT-2A,Papss1,0.234,0.424,0.551886792,-0.491104417,3.24E-06
PVT-2A,Calb2,0.891,0.695,1.282014388,0.469738981,3.25E-06
PVT-2A,Syt16,0.957,0.923,1.036836403,-0.269298629,3.27E-06
PVT-2A,Unkl,0.186,0.372,0.5,-0.415715973,3.28E-06
PVT-2A,Fbxo21,0.213,0.406,0.524630542,-0.472495982,3.29E-06
PVT-2A,Caml,0.15,0.313,0.479233227,-0.687859565,3.30E-06
PVT-2A,Tbc1d16,0.177,0.352,0.502840909,-0.522337795,3.32E-06
PVT-2A,Atxn3,0.22,0.41,0.536585366,-0.4835955,3.32E-06
PVT-2A,Cbarp,0.737,0.621,1.186795491,0.549138611,3.32E-06
PVT-2A,Plekha8,0.136,0.297,0.457912458,-0.634414438,3.37E-06
PVT-2A,Chid1,0.161,0.327,0.49235474,-0.551296702,3.42E-06
PVT-2A,Gm38190,0.043,0.16,0.26875,-1.543408861,3.42E-06
PVT-2A,Zfp800,0.224,0.421,0.532066508,-0.396774844,3.43E-06
PVT-2A,S100pbp,0.295,0.51,0.578431373,-0.36592316,3.44E-06
PVT-2A,Zfp2,0.086,0.223,0.385650224,-1.082188724,3.48E-06
PVT-2A,Zfp799,0.175,0.352,0.497159091,-0.460342699,3.51E-06
PVT-2A,Gm28822,0.156,0.315,0.495238095,-0.807514924,3.52E-06
PVT-2A,Dgcr2,0.252,0.458,0.550218341,-0.379287374,3.57E-06
PVT-2A,Slc33a1,0.156,0.328,0.475609756,-0.481442861,3.57E-06
PVT-2A,Tctn2,0.098,0.243,0.403292181,-0.725245415,3.58E-06
PVT-2A,Gm44899,0.109,0.253,0.43083004,-0.95912104,3.59E-06
PVT-2A,Brpf3,0.098,0.239,0.410041841,-0.882507655,3.60E-06
PVT-2A,Arhgap1,0.127,0.282,0.45035461,-0.739830052,3.60E-06
PVT-2A,Csgalnact2,0.118,0.271,0.435424354,-0.756626987,3.62E-06
PVT-2A,Pfkm,0.215,0.398,0.540201005,-0.512229391,3.65E-06
PVT-2A,Nop58,0.238,0.434,0.548387097,-0.379077073,3.67E-06
PVT-2A,Crem,0.134,0.298,0.44966443,-0.617734763,3.70E-06
PVT-2A,Elovl4,0.111,0.258,0.430232558,-0.866682688,3.70E-06
PVT-2A,Dlgap2,0.93,0.837,1.111111111,-0.60427818,3.71E-06
PVT-2A,Pptc7,0.268,0.474,0.565400844,-0.40763676,3.73E-06
PVT-2A,Rnf8,0.224,0.4,0.56,-0.619818469,3.76E-06
PVT-2A,Gm45847,0.308,0.527,0.584440228,-0.297162933,3.81E-06
PVT-2A,Mical2,0.2,0.382,0.523560209,-0.544416084,3.83E-06
PVT-2A,Flna,0.086,0.227,0.378854626,-0.723621882,3.83E-06
PVT-2A,Limk1,0.086,0.222,0.387387387,-1.050786625,3.93E-06
PVT-2A,Lemd2,0.15,0.31,0.483870968,-0.665744403,3.97E-06
PVT-2A,Brap,0.195,0.372,0.524193548,-0.562554503,3.97E-06
PVT-2A,Lyrm1,0.159,0.327,0.486238532,-0.613601756,3.99E-06
PVT-2A,Nit1,0.186,0.359,0.51810585,-0.540745068,4.04E-06
PVT-2A,Gm3693,0.098,0.238,0.411764706,-0.901328831,4.05E-06
PVT-2A,Rapgefl1,0.166,0.33,0.503030303,-0.619950095,4.11E-06
PVT-2A,Tsg101,0.213,0.402,0.529850746,-0.436297225,4.11E-06
PVT-2A,Chd3,0.916,0.754,1.214854111,0.435662212,4.13E-06
PVT-2A,Zdhhc3,0.166,0.336,0.494047619,-0.558135429,4.17E-06
PVT-2A,Snx31,0.324,0.498,0.65060241,-0.613216832,4.25E-06
PVT-2A,Eif4g2,0.687,0.595,1.154621849,0.605078499,4.26E-06
PVT-2A,Mtmr6,0.245,0.446,0.549327354,-0.384375691,4.27E-06
PVT-2A,Lin9,0.15,0.312,0.480769231,-0.598597776,4.28E-06
PVT-2A,Gm33696,0.061,0.187,0.326203209,-1.168161947,4.29E-06
PVT-2A,Brdt,0.184,0.355,0.518309859,-0.567122406,4.32E-06
PVT-2A,Mfap3,0.172,0.345,0.498550725,-0.528158083,4.32E-06
PVT-2A,Rad9b,0.077,0.207,0.371980676,-1.132552941,4.32E-06
PVT-2A,Sirt4,0.088,0.222,0.396396396,-1.114769378,4.35E-06
PVT-2A,Ydjc,0.1,0.242,0.41322314,-0.808038286,4.35E-06
PVT-2A,Zdhhc6,0.143,0.3,0.476666667,-0.714985144,4.37E-06
PVT-2A,Bahcc1,0.138,0.297,0.464646465,-0.681542317,4.39E-06
PVT-2A,Aldoc,0.429,0.35,1.225714286,1.125674924,4.45E-06
PVT-2A,Dstyk,0.315,0.523,0.602294455,-0.380053114,4.47E-06
PVT-2A,Pde9a,0.351,0.521,0.673704415,-0.51862668,4.53E-06
PVT-2A,Slc1a2,1,0.99,1.01010101,0.293781984,4.57E-06
PVT-2A,Mtr,0.147,0.306,0.480392157,-0.564716955,4.59E-06
PVT-2A,Pabpc1,0.27,0.469,0.575692964,-0.409081932,4.64E-06
PVT-2A,Wbp1l,0.2,0.38,0.526315789,-0.463084585,4.65E-06
PVT-2A,Mtf1,0.166,0.332,0.5,-0.608075994,4.66E-06
PVT-2A,Cops7b,0.129,0.289,0.446366782,-0.518381271,4.69E-06
PVT-2A,Galnt13,0.986,0.986,1,-0.196847067,4.72E-06
PVT-2A,Polr2b,0.184,0.362,0.508287293,-0.526392343,4.75E-06
PVT-2A,Tubd1,0.098,0.236,0.415254237,-0.96676094,4.77E-06
PVT-2A,Scaper,0.98,0.971,1.009268795,-0.183113437,4.77E-06
PVT-2A,Apba1,1,0.991,1.009081736,-0.152635242,4.82E-06
PVT-2A,Rabl2,0.134,0.291,0.4604811,-0.63666334,4.84E-06
PVT-2A,Inha,0.116,0.266,0.436090226,-0.67403761,4.87E-06
PVT-2A,Ago1,0.172,0.347,0.495677233,-0.537780322,4.97E-06
PVT-2A,Rad54l2,0.358,0.545,0.656880734,-0.420804747,4.99E-06
PVT-2A,Kazn,0.238,0.428,0.556074766,-0.458564603,4.99E-06
PVT-2A,Sema4f,0.122,0.271,0.450184502,-0.789269012,5.00E-06
PVT-2A,Zfp942,0.134,0.286,0.468531469,-0.794326811,5.00E-06
PVT-2A,Atat1,0.19,0.365,0.520547945,-0.555170458,5.01E-06
PVT-2A,Cbwd1,0.116,0.26,0.446153846,-0.909046272,5.03E-06
PVT-2A,Zfp810,0.202,0.379,0.53298153,-0.470226615,5.03E-06
PVT-2A,Camk2g,0.209,0.388,0.538659794,-0.568765567,5.05E-06
PVT-2A,Sbno2,0.079,0.213,0.370892019,-1.008418685,5.16E-06
PVT-2A,Ggcx,0.059,0.181,0.325966851,-1.280885053,5.21E-06
PVT-2A,Gm4924,0.17,0.338,0.50295858,-0.534700929,5.23E-06
PVT-2A,Dcbld2,0.168,0.339,0.495575221,-0.376851669,5.28E-06
PVT-2A,Gtf2a2,0.172,0.347,0.495677233,-0.448766577,5.32E-06
PVT-2A,Tmem126a,0.159,0.327,0.486238532,-0.456257966,5.36E-06
PVT-2A,Bcas3,0.98,0.974,1.006160164,-0.167758694,5.40E-06
PVT-2A,Gm48770,0.045,0.161,0.279503106,-1.501964142,5.42E-06
PVT-2A,Vash1,0.077,0.208,0.370192308,-1.161813855,5.48E-06
PVT-2A,Ddx19a,0.07,0.197,0.355329949,-1.142094476,5.49E-06
PVT-2A,Sbf2,0.971,0.984,0.986788618,-0.148878502,5.50E-06
PVT-2A,Eed,0.107,0.253,0.422924901,-0.774668932,5.56E-06
PVT-2A,Zmym3,0.254,0.449,0.565701559,-0.46159644,5.66E-06
PVT-2A,P4htm,0.247,0.443,0.557562077,-0.398319945,5.67E-06
PVT-2A,Lypd1,0.141,0.299,0.471571906,-0.559254163,5.67E-06
PVT-2A,Trak2,0.245,0.45,0.544444444,-0.352824961,5.71E-06
PVT-2A,Pigb,0.15,0.313,0.479233227,-0.638058313,5.76E-06
PVT-2A,Hsf5,0.059,0.179,0.329608939,-1.245772199,5.80E-06
PVT-2A,Tox3,0.995,0.987,1.00810537,-0.177129354,5.80E-06
PVT-2A,Pcgf3,0.172,0.336,0.511904762,-0.567026816,5.83E-06
PVT-2A,Xpc,0.084,0.214,0.392523364,-1.188290149,5.88E-06
PVT-2A,Aggf1,0.143,0.304,0.470394737,-0.503146195,5.98E-06
PVT-2A,Ankrd29,0.136,0.296,0.459459459,-0.538999642,5.99E-06
PVT-2A,Bin3,0.054,0.176,0.306818182,-1.241417142,6.00E-06
PVT-2A,Zcwpw2,0.086,0.222,0.387387387,-0.715375171,6.04E-06
PVT-2A,Slc20a1,0.24,0.451,0.532150776,-0.363225228,6.11E-06
PVT-2A,Golga5,0.206,0.387,0.532299742,-0.456616331,6.12E-06
PVT-2A,Sin3a,0.206,0.383,0.537859008,-0.538164784,6.13E-06
PVT-2A,Aopep,0.955,0.934,1.02248394,-0.260783587,6.24E-06
PVT-2A,Rassf8,0.261,0.457,0.571115974,-0.416817214,6.26E-06
PVT-2A,Patl1,0.159,0.326,0.487730061,-0.584867715,6.36E-06
PVT-2A,Klhdc1,0.166,0.325,0.510769231,-0.647284883,6.43E-06
PVT-2A,Isy1,0.113,0.268,0.421641791,-0.503354692,6.49E-06
PVT-2A,Ppcdc,0.193,0.368,0.524456522,-0.557905426,6.50E-06
PVT-2A,Slc25a32,0.113,0.258,0.437984496,-0.862098964,6.51E-06
PVT-2A,Ints6l,0.293,0.496,0.590725806,-0.419896453,6.55E-06
PVT-2A,Pitpnb,0.234,0.435,0.537931034,-0.318311719,6.56E-06
PVT-2A,Ybx1,0.308,0.526,0.585551331,-0.266824935,6.58E-06
PVT-2A,Sdf2,0.125,0.275,0.454545455,-0.70006171,6.61E-06
PVT-2A,Gm42477,0.143,0.296,0.483108108,-0.735246374,6.63E-06
PVT-2A,Atg4b,0.211,0.406,0.519704433,-0.369108974,6.67E-06
PVT-2A,Samd4b,0.227,0.416,0.545673077,-0.393455003,6.72E-06
PVT-2A,Aatk,0.791,0.644,1.22826087,0.497247715,6.75E-06
PVT-2A,Fbh1,0.231,0.423,0.546099291,-0.408529347,6.76E-06
PVT-2A,Adamts18,0.032,0.137,0.233576642,-2.209300642,6.79E-06
PVT-2A,Ccdc92b,0.111,0.253,0.438735178,-0.887783546,6.80E-06
PVT-2A,Man1b1,0.184,0.367,0.501362398,-0.419809102,6.84E-06
PVT-2A,Pygb,0.27,0.485,0.556701031,-0.31939414,6.87E-06
PVT-2A,Baiap3,0.127,0.27,0.47037037,-0.945896362,6.87E-06
PVT-2A,Lrrc57,0.061,0.183,0.333333333,-1.337203486,6.97E-06
PVT-2A,Usp30,0.098,0.239,0.410041841,-0.744354238,7.02E-06
PVT-2A,Pnkp,0.113,0.259,0.436293436,-0.820613797,7.07E-06
PVT-2A,Gm11802,0.109,0.253,0.43083004,-0.850998987,7.09E-06
PVT-2A,Gm26901,0.098,0.238,0.411764706,-0.736579076,7.13E-06
PVT-2A,Cnnm3,0.12,0.268,0.447761194,-0.785006096,7.14E-06
PVT-2A,Terb1,0.079,0.208,0.379807692,-1.091985777,7.16E-06
PVT-2A,Tspan9,0.045,0.161,0.279503106,-1.474212946,7.21E-06
PVT-2A,Zfp385a,0.179,0.358,0.5,-0.425579206,7.26E-06
PVT-2A,Esrra,0.17,0.341,0.498533724,-0.557844593,7.31E-06
PVT-2A,Ubtd1,0.107,0.248,0.431451613,-0.80218124,7.34E-06
PVT-2A,Entpd7,0.084,0.221,0.380090498,-0.867503661,7.38E-06
PVT-2A,Stambp,0.063,0.186,0.338709677,-1.193099995,7.41E-06
PVT-2A,Neurl1a,0.215,0.402,0.534825871,-0.459870258,7.45E-06
PVT-2A,B3galnt1,0.15,0.31,0.483870968,-0.646226549,7.53E-06
PVT-2A,Rgl2,0.215,0.401,0.536159601,-0.442240364,7.61E-06
PVT-2A,Pnma3,0.113,0.262,0.43129771,-0.673247742,7.68E-06
PVT-2A,Ecsit,0.118,0.264,0.446969697,-0.786562266,7.70E-06
PVT-2A,Rcan3,0.179,0.349,0.512893983,-0.527652692,7.71E-06
PVT-2A,Dnhd1,0.086,0.219,0.392694064,-1.033583004,7.76E-06
PVT-2A,Prep,0.138,0.293,0.470989761,-0.54282309,7.77E-06
PVT-2A,Neurl1b,0.156,0.318,0.490566038,-0.623868284,7.81E-06
PVT-2A,Mpzl1,0.247,0.442,0.558823529,-0.405166179,7.90E-06
PVT-2A,Desi1,0.29,0.494,0.587044534,-0.328636502,7.93E-06
PVT-2A,Phc1,0.1,0.235,0.425531915,-1.043714576,7.97E-06
PVT-2A,Pex5,0.113,0.258,0.437984496,-0.789650324,8.06E-06
PVT-2A,Mreg,0.079,0.21,0.376190476,-0.975718941,8.07E-06
PVT-2A,Gpr19,0.132,0.279,0.47311828,-0.778078375,8.13E-06
PVT-2A,Cacnb4,1,0.991,1.009081736,-0.141825983,8.14E-06
PVT-2A,Wars2,0.118,0.265,0.445283019,-0.742403602,8.30E-06
PVT-2A,Lias,0.175,0.352,0.497159091,-0.432250392,8.32E-06
PVT-2A,Rptor,0.93,0.869,1.070195627,-0.246298665,8.42E-06
PVT-2A,Elp2,0.254,0.47,0.540425532,-0.295740658,8.57E-06
PVT-2A,Frmd4b,0.254,0.444,0.572072072,-0.49274218,8.71E-06
PVT-2A,Pcsk2os1,0.12,0.266,0.45112782,-0.73077266,8.76E-06
PVT-2A,Mpv17,0.086,0.217,0.396313364,-1.034297,8.77E-06
PVT-2A,Fam210a,0.134,0.289,0.46366782,-0.640574851,8.87E-06
PVT-2A,Ssh1,0.209,0.399,0.523809524,-0.467360232,8.91E-06
PVT-2A,Pomt2,0.111,0.256,0.43359375,-0.75163329,9.03E-06
PVT-2A,Gm11520,0.018,0.116,0.155172414,-1.88410976,9.08E-06
PVT-2A,Rab43,0.095,0.233,0.407725322,-0.886868637,9.10E-06
PVT-2A,Srfbp1,0.102,0.242,0.421487603,-0.806443266,9.12E-06
PVT-2A,Mrps10,0.091,0.226,0.402654867,-0.877288494,9.13E-06
PVT-2A,Lss,0.127,0.28,0.453571429,-0.685808772,9.18E-06
PVT-2A,Lamc1,0.263,0.455,0.578021978,-0.318580634,9.28E-06
PVT-2A,Gm15764,0.07,0.196,0.357142857,-1.14042199,9.37E-06
PVT-2A,Vapb,0.274,0.478,0.573221757,-0.375937006,9.39E-06
PVT-2A,Mllt1,0.095,0.231,0.411255411,-0.871913752,9.41E-06
PVT-2A,Ube2j1,0.175,0.342,0.511695906,-0.529832437,9.49E-06
PVT-2A,Paqr3,0.127,0.279,0.455197133,-0.620964245,9.51E-06
PVT-2A,Dnah7b,0.218,0.403,0.540942928,-0.458793911,9.54E-06
PVT-2A,Kdsr,0.166,0.334,0.497005988,-0.554932997,9.70E-06
PVT-2A,Nme7,0.923,0.809,1.14091471,0.500390888,9.70E-06
PVT-2A,Mapk11,0.107,0.25,0.428,-0.773995063,9.71E-06
PVT-2A,Ptprg,0.998,0.991,1.007063572,-0.160931882,9.78E-06
PVT-2A,Canx,0.952,0.786,1.211195929,0.390698381,9.93E-06
PVT-2A,Reep3,0.277,0.483,0.573498965,-0.408676902,9.96E-06
PVT-2A,Sirt5,0.122,0.269,0.453531599,-0.709743101,9.97E-06
PVT-2A,Zc3h18,0.193,0.37,0.521621622,-0.487516098,1.00E-05
PVT-2A,Fam135b,0.889,0.821,1.082825822,-0.455165547,1.01E-05
PVT-2A,P4ha2,0.2,0.374,0.534759358,-0.541256989,1.01E-05
PVT-2A,Fam192a,0.113,0.255,0.443137255,-0.872814451,1.03E-05
PVT-2A,Lcorl,0.281,0.479,0.586638831,-0.394362608,1.03E-05
PVT-2A,Csrnp3,0.977,0.979,0.997957099,-0.139144609,1.04E-05
