Cluster,Gene,PCT 1,PCT 2,PCT Ratio,Average Log2FC,p value
PVT-2B,Insrr,0.006,0.062,0.096774194,-3.142676939,0.004564981
PVT-2B,Plekha6,0.805,0.872,0.923165138,-0.290501333,0.0047226
PVT-2B,Galnt15,0.045,0.013,3.461538462,1.839621059,0.004876864
PVT-2B,Grin2b,1,1,1,-0.157931579,0.004937403
PVT-2B,Sergef,0.649,0.763,0.850589777,-0.354897555,0.005135878
PVT-2B,Adipor2,0.519,0.405,1.281481481,0.447742939,0.005201299
PVT-2B,Cnr1,0.487,0.367,1.326975477,0.453948479,0.005216006
PVT-2B,Plekhg1,0.661,0.728,0.907967033,-0.693347571,0.005544434
PVT-2B,Gramd4,0.288,0.187,1.540106952,0.612210563,0.005706484
PVT-2B,Nt5dc3,0.828,0.754,1.098143236,0.259995492,0.005843254
PVT-2B,Gpr26,0.047,0.125,0.376,-1.592556187,0.00595085
PVT-2B,Ano6,0.659,0.557,1.183123878,0.357207941,0.006167238
PVT-2B,Aopep,0.923,0.939,0.982960596,-0.293300193,0.006172396
PVT-2B,Fstl1,0.205,0.122,1.680327869,0.752186573,0.006691699
PVT-2B,Acvr1c,0.041,0.116,0.353448276,-1.606957957,0.006782589
PVT-2B,Npsr1,0.018,0.08,0.225,-5.131950532,0.006836991
PVT-2B,Grem2,0.414,0.301,1.375415282,0.522385015,0.007023806
PVT-2B,Prrg1,0.521,0.404,1.28960396,0.443399182,0.007087644
PVT-2B,Sox2ot,0.191,0.285,0.670175439,-1.236813538,0.007109362
PVT-2B,Zfp57,0.26,0.167,1.556886228,0.632388445,0.007380742
PVT-2B,Dennd1a,1,0.999,1.001001001,0.126880228,0.007441371
PVT-2B,Akap13,0.728,0.804,0.905472637,-0.355649708,0.007497397
PVT-2B,Trpc7,0.548,0.42,1.304761905,0.370260295,0.007582267
PVT-2B,Ssbp3,0.789,0.752,1.049202128,0.328195749,0.008042075
PVT-2B,Dpy19l1,0.266,0.362,0.73480663,-0.918831799,0.008581898
PVT-2B,Nln,0.54,0.653,0.826952527,-0.408061832,0.008642981
PVT-2B,Tmem108,0.406,0.51,0.796078431,-0.677189594,0.008906575
PVT-2B,Mctp2,0.237,0.33,0.718181818,-1.131950532,0.008989293
PVT-2B,Gm13561,0.028,0.096,0.291666667,-1.647351651,0.009225698
PVT-2B,Tln2,0.994,0.992,1.002016129,0.152683285,0.009337242
PVT-2B,Kcnq5,1,0.978,1.022494888,0.139718472,0.00990933
PVT-2B,Mgat4a,0.753,0.674,1.117210682,0.292907938,0.009957915
PVT-2B,Lamb1,0.036,0.106,0.339622642,-1.889228582,0.010021487
PVT-2B,Kcnh5,0.736,0.669,1.100149477,0.323199326,0.010360859
PVT-2B,Pde4a,0.558,0.665,0.839097744,-0.388138209,0.010840006
PVT-2B,Nrcam,0.998,0.998,1,0.16905566,0.011142952
PVT-2B,Luzp2,0.872,0.898,0.971046771,-0.422469214,0.011277203
PVT-2B,Gm12339,0.29,0.189,1.534391534,0.555241751,0.011360239
PVT-2B,Gnaq,0.992,0.976,1.016393443,0.160216066,0.011552162
PVT-2B,Htr1d,0.051,0.128,0.3984375,-1.486161177,0.011848925
PVT-2B,Nmnat2,0.982,0.99,0.991919192,-0.22094407,0.011951417
PVT-2B,Nyap2,0.974,0.964,1.010373444,0.161025295,0.012296996
PVT-2B,AW551984,0.25,0.16,1.5625,0.679123896,0.012960133
PVT-2B,Ptk7,0.363,0.26,1.396153846,0.558284682,0.013194918
PVT-2B,Rbfox3,0.947,0.916,1.033842795,0.181093862,0.013750354
PVT-2B,Man1a2,0.945,0.912,1.036184211,0.214046882,0.014223305
PVT-2B,Dlg1,0.941,0.902,1.043237251,0.211462466,0.014254212
PVT-2B,Myo16,0.292,0.389,0.750642674,-0.838642071,0.014546847
PVT-2B,Cblb,0.777,0.734,1.058583106,0.294991391,0.014594197
PVT-2B,Abcc9,0.069,0.027,2.555555556,1.367588194,0.014601928
PVT-2B,Tmeff1,0.406,0.296,1.371621622,0.436238822,0.015012167
PVT-2B,Lmln,0.355,0.254,1.397637795,0.555455785,0.016497374
PVT-2B,Gm41804,0.14,0.074,1.891891892,0.903441861,0.017246696
PVT-2B,Cux1,0.959,0.951,1.008412198,0.179114154,0.017945957
PVT-2B,Gm48370,0.126,0.065,1.938461538,0.903259345,0.01859651
PVT-2B,Frmd6,0.509,0.396,1.285353535,0.446460139,0.018838726
PVT-2B,Fgfrl1,0.045,0.014,3.214285714,1.705319968,0.019922371
PVT-2B,Itpr3,0.043,0.013,3.307692308,1.778220515,0.020582308
PVT-2B,Dnah5,0.095,0.044,2.159090909,1.176625686,0.022086393
PVT-2B,Gramd1b,0.763,0.834,0.914868106,-0.352628255,0.022506235
PVT-2B,Sdk2,0.939,0.896,1.047991071,0.213456308,0.022951173
PVT-2B,Ttc7b,0.963,0.981,0.981651376,-0.201067841,0.023239932
PVT-2B,Robo1,1,1,1,-0.221942157,0.023536352
PVT-2B,Ttc39c,0.783,0.733,1.068212824,0.293908851,0.023689044
PVT-2B,Pip5k1bos,0.095,0.044,2.159090909,1.128693326,0.024138924
PVT-2B,Pir,0.197,0.12,1.641666667,0.767299636,0.024389226
PVT-2B,Pcbp3,0.905,0.868,1.042626728,0.228873122,0.025301547
PVT-2B,Ptprg,0.992,0.992,1,-0.216533419,0.025855892
PVT-2B,Me3,0.359,0.253,1.418972332,0.438727742,0.026625227
PVT-2B,Camk2g,0.46,0.35,1.314285714,0.445036173,0.0270742
PVT-2B,Cadps2,0.114,0.194,0.587628866,-3.592648228,0.027582586
PVT-2B,Gm41414,0.517,0.628,0.823248408,-0.412463047,0.028164878
PVT-2B,Pdgfc,0.333,0.229,1.454148472,0.398789912,0.02855951
PVT-2B,Ttll11,0.925,0.908,1.018722467,0.210967247,0.028780397
PVT-2B,Btbd11,0.984,0.977,1.00716479,0.171857967,0.029534455
PVT-2B,Stard13,0.29,0.196,1.479591837,0.595354667,0.03025251
PVT-2B,Kif1a,0.976,0.987,0.988855117,-0.207160427,0.030457601
PVT-2B,Sv2c,0.034,0.099,0.343434343,-2.017839827,0.031441558
PVT-2B,Col6a2,0.067,0.026,2.576923077,1.405759686,0.031765995
PVT-2B,Fgd3,0.134,0.225,0.595555556,-0.980639847,0.032129004
PVT-2B,Tmem45b,0.043,0.013,3.307692308,1.78504716,0.0325734
PVT-2B,Sez6l,0.87,0.812,1.071428571,0.188156836,0.032854756
PVT-2B,Ccdc158,0.075,0.031,2.419354839,1.241842113,0.03365713
PVT-2B,Polq,0.241,0.156,1.544871795,0.678637925,0.036068535
PVT-2B,Cdk6,0.179,0.105,1.704761905,0.699673404,0.037153191
PVT-2B,Zdhhc21,0.621,0.505,1.22970297,0.325218902,0.037900672
PVT-2B,Pmepa1,0.369,0.261,1.413793103,0.45019076,0.038582441
PVT-2B,Tgfb2,0.189,0.288,0.65625,-0.668198262,0.038639384
PVT-2B,Thsd7a,0.797,0.722,1.103878116,0.234810721,0.038841013
PVT-2B,Gm14092,0.065,0.025,2.6,1.383941575,0.038913067
PVT-2B,Negr1,1,0.998,1.002004008,-0.181638168,0.03976613
PVT-2B,Cdon,0.408,0.3,1.36,0.40037192,0.04185579
PVT-2B,Adamtsl3,0.069,0.144,0.479166667,-1.475252278,0.043474855
PVT-2B,Npas3,0.761,0.696,1.093390805,0.255696638,0.04399267
PVT-2B,Slc20a1,0.343,0.439,0.781321185,-0.53909876,0.044730887
PVT-2B,Neto1,0.726,0.645,1.125581395,0.273528971,0.045811597
PVT-2B,Slc22a21,0.132,0.071,1.85915493,0.968354373,0.047051295
PVT-2B,Commd1,0.44,0.334,1.317365269,0.44463791,0.04708156
PVT-2B,Unc80,1,1,1,0.101530621,0.049633274
PVT-2C,Scn7a,0.597,0.047,12.70212766,4.131458937,5.47E-146
PVT-2C,Slit2,0.886,0.203,4.36453202,3.053199644,8.16E-98
PVT-2C,Itga4,0.517,0.08,6.4625,3.067367447,1.20E-67
PVT-2C,Cdh8,1,0.778,1.285347044,1.94192194,3.84E-64
PVT-2C,Tmeff2,0.98,0.688,1.424418605,2.478017614,1.34E-63
PVT-2C,Adgrg6,0.228,0.014,16.28571429,4.97855818,8.80E-62
PVT-2C,Tafa2,0.987,0.626,1.576677316,2.109427329,1.87E-55
PVT-2C,Grik2,1,1,1,-1.16204076,1.61E-54
PVT-2C,Cntn5,1,0.925,1.081081081,1.615762061,2.22E-50
PVT-2C,Foxp2,0.906,0.998,0.907815631,-1.59458103,1.52E-49
PVT-2C,Kcnip1,0.537,0.968,0.554752066,-1.93910901,5.98E-49
PVT-2C,Rbm20,0.45,0.082,5.487804878,2.845939345,4.75E-47
PVT-2C,Fbn2,0.658,0.187,3.518716578,2.408163097,2.94E-46
PVT-2C,Rorb,0.859,0.988,0.869433198,-1.69980726,3.76E-45
PVT-2C,Lhfpl3,1,1,1,-1.055796782,8.55E-45
PVT-2C,Cdh18,1,0.929,1.076426265,1.672742752,2.40E-44
PVT-2C,Itpr2,0.477,0.098,4.867346939,2.699611915,3.17E-44
PVT-2C,Chrm3,0.966,0.67,1.441791045,1.805173922,1.80E-43
PVT-2C,Kcnip4,1,1,1,0.69326933,2.52E-43
PVT-2C,Tenm2,1,0.991,1.009081736,1.2826139,3.47E-43
PVT-2C,Astn2,0.987,1,0.987,-1.183115486,2.37E-42
PVT-2C,Gm28320,0.282,0.035,8.057142857,3.197067167,3.74E-42
PVT-2C,Zfp385b,0.973,0.649,1.499229584,1.601755271,2.64E-41
PVT-2C,Sema3e,0.785,0.32,2.453125,1.978002763,3.19E-40
PVT-2C,Esrrg,0.55,0.142,3.873239437,2.488573604,3.94E-40
PVT-2C,Negr1,1,0.998,1.002004008,-1.1762045,6.60E-39
PVT-2C,Rmst,0.987,0.998,0.988977956,-1.043370191,7.43E-39
PVT-2C,Erc2,0.993,1,0.993,-0.809474131,8.84E-39
PVT-2C,Gucy2c,0.121,0.005,24.2,4.536553633,2.81E-38
PVT-2C,Col27a1,0.342,0.057,6,3.036793455,5.13E-38
PVT-2C,Chrm2,0.973,0.698,1.393982808,1.634085003,8.09E-38
PVT-2C,Plxna4,0.839,0.991,0.846619576,-1.321254214,1.36E-37
PVT-2C,Kirrel3,0.745,0.95,0.784210526,-2.414412652,1.44E-37
PVT-2C,Nrxn3,0.987,0.948,1.041139241,1.475033095,4.63E-37
PVT-2C,Rnf220,1,1,1,-0.840567114,6.10E-37
PVT-2C,Magi2,1,1,1,-0.778458747,8.14E-37
PVT-2C,Stxbp5l,1,0.988,1.012145749,0.900675773,9.79E-36
PVT-2C,Lrrtm4,0.799,0.953,0.838405037,-2.465576519,1.65E-35
PVT-2C,Fam20a,0.148,0.711,0.208157525,-3.31039928,7.37E-35
PVT-2C,Gm26871,0.919,0.967,0.950361944,-1.377651459,1.29E-34
PVT-2C,Ddo,0.336,0.058,5.793103448,2.662084515,1.59E-34
PVT-2C,Kcnk9,0.497,0.128,3.8828125,2.28862612,3.02E-34
PVT-2C,Gm15680,0.564,0.161,3.50310559,2.188183652,3.53E-34
PVT-2C,Utrn,0.919,0.585,1.570940171,1.515634067,4.51E-34
PVT-2C,Ano4,0.926,0.584,1.585616438,1.477659944,2.52E-33
PVT-2C,Sirpa,0.705,0.287,2.456445993,1.919664491,2.95E-33
PVT-2C,Epha6,1,0.899,1.112347052,1.030274852,1.06E-32
PVT-2C,Nptxr,0.664,0.927,0.716289105,-1.615335711,1.60E-32
PVT-2C,Ntrk3,1,0.96,1.041666667,0.975439917,2.49E-32
PVT-2C,Sntg1,1,0.997,1.003009027,0.773082811,2.11E-31
PVT-2C,Gulp1,0.302,0.752,0.401595745,-2.63074503,1.67E-30
PVT-2C,Tox,0.987,0.999,0.987987988,-0.903246632,1.80E-29
PVT-2C,Kctd8,0.295,0.73,0.404109589,-3.32598687,2.07E-29
PVT-2C,Fstl1,0.45,0.12,3.75,2.324503156,7.23E-29
PVT-2C,Edil3,1,0.931,1.074113856,0.914636907,1.10E-28
PVT-2C,Shroom3,0.866,0.497,1.742454728,1.520468839,3.13E-28
PVT-2C,Gm16267,0.309,0.058,5.327586207,2.56593744,3.57E-28
PVT-2C,Egfem1,1,0.997,1.003009027,-0.906902928,3.65E-28
PVT-2C,Dapk1,0.906,0.675,1.342222222,1.310574802,7.42E-28
PVT-2C,Pdzd2,0.57,0.198,2.878787879,2.066593607,9.74E-28
PVT-2C,Atp2b2,0.987,0.848,1.163915094,0.960287331,1.17E-27
PVT-2C,Gm29478,0.98,0.649,1.510015408,1.320755418,1.25E-27
PVT-2C,Trpc5,0.483,0.821,0.588306943,-2.116547341,2.43E-27
PVT-2C,Myo1e,0.779,0.395,1.972151899,1.676411297,3.58E-27
PVT-2C,Kcnma1,1,1,1,0.517944537,9.53E-27
PVT-2C,Sfmbt2,0.154,0.651,0.23655914,-2.942751122,1.16E-26
PVT-2C,Gm32647,0.993,0.998,0.99498998,-1.036271241,1.44E-26
PVT-2C,Slc8a1,1,0.996,1.004016064,0.728458988,1.51E-26
PVT-2C,Sntb1,0.544,0.879,0.618885097,-1.648011819,1.69E-26
PVT-2C,Pam,0.94,0.674,1.394658754,1.196033077,3.36E-26
PVT-2C,Gm2694,0.644,0.265,2.430188679,1.936274504,3.46E-26
PVT-2C,Ripor2,0.839,0.972,0.863168724,-1.135079106,5.06E-26
PVT-2C,Opcml,1,0.986,1.014198783,0.911003846,6.30E-26
PVT-2C,Tmem108,0.846,0.481,1.758835759,1.439512294,8.10E-26
PVT-2C,Efcab6,0.188,0.024,7.833333333,3.089094656,1.33E-25
PVT-2C,Tanc1,0.987,0.778,1.268637532,0.987825491,2.43E-25
PVT-2C,Sez6l,0.946,0.814,1.162162162,1.0750387,3.93E-25
PVT-2C,Spock3,1,0.997,1.003009027,0.680699451,4.67E-25
PVT-2C,Dock10,0.96,0.777,1.235521236,1.083713019,6.93E-25
PVT-2C,Dmd,1,0.999,1.001001001,-0.699549261,8.63E-25
PVT-2C,Grm5,1,0.998,1.002004008,0.619880696,2.03E-24
PVT-2C,Fat1,0.221,0.682,0.324046921,-2.217242984,5.46E-24
PVT-2C,Adgrl2,0.953,0.709,1.344146685,1.069298535,9.28E-24
PVT-2C,Syt1,1,1,1,0.584397354,4.99E-23
PVT-2C,Ajap1,0.839,0.498,1.684738956,1.361658957,5.71E-23
PVT-2C,Efna5,0.993,0.996,0.996987952,-0.858608823,1.27E-22
PVT-2C,Dpp6,1,1,1,0.563523742,2.13E-22
PVT-2C,Dcc,0.993,0.953,1.041972718,0.934170755,2.43E-22
PVT-2C,Gpc6,1,0.966,1.035196687,0.766120346,2.69E-22
PVT-2C,Dlgap1,1,0.995,1.005025126,0.610393612,6.85E-22
PVT-2C,Prr16,1,0.964,1.037344398,0.796684391,1.09E-21
PVT-2C,Mgat4c,0.953,0.859,1.109429569,1.263303299,1.24E-21
PVT-2C,Nfia,0.685,0.335,2.044776119,1.714638167,1.27E-21
PVT-2C,Tmcc3,0.913,0.972,0.939300412,-1.0575414,1.91E-21
PVT-2C,Grip1,1,0.989,1.011122346,0.721548923,2.46E-21
PVT-2C,Lingo2,1,1,1,0.421518171,4.74E-21
PVT-2C,Svil,0.671,0.319,2.103448276,1.600713997,5.55E-21
PVT-2C,Lmo4,0.443,0.142,3.11971831,1.852055459,1.60E-20
PVT-2C,Gabrg3,1,0.951,1.051524711,0.798960352,1.68E-20
PVT-2C,Zfp804b,1,0.952,1.050420168,0.94453049,2.31E-20
PVT-2C,Calb2,0.362,0.734,0.493188011,-1.820998371,3.37E-20
PVT-2C,Htr2c,0.624,0.899,0.694104561,-1.066011546,5.45E-20
PVT-2C,Fgf12,1,1,1,-0.535698226,7.54E-20
PVT-2C,Chn2,0.691,0.9,0.767777778,-1.23235908,7.84E-20
PVT-2C,Hs6st2,0.839,0.505,1.661386139,1.348544206,9.21E-20
PVT-2C,Shroom4,0.604,0.254,2.377952756,1.519088491,9.92E-20
PVT-2C,Gm30382,0.872,0.615,1.417886179,1.264394467,1.07E-19
PVT-2C,Prrxl1,0.168,0.024,7,2.774052947,1.58E-19
PVT-2C,Prickle2,1,0.999,1.001001001,0.575107109,2.03E-19
PVT-2C,Echdc2,0.168,0.025,6.72,3.148283043,2.55E-19
PVT-2C,Cntnap4,0.43,0.769,0.55916775,-1.693710644,4.00E-19
PVT-2C,Crb1,0.295,0.681,0.43318649,-2.035114122,8.07E-19
PVT-2C,Zfp462,0.436,0.775,0.562580645,-1.613010415,1.30E-18
PVT-2C,Kcnk2,0.604,0.257,2.350194553,1.612066078,1.38E-18
PVT-2C,Epb41l4a,0.611,0.882,0.692743764,-1.198785056,2.56E-18
PVT-2C,Ptprt,0.544,0.821,0.662606577,-2.01241493,2.80E-18
PVT-2C,Insyn2b,0.349,0.748,0.46657754,-1.603832733,2.92E-18
PVT-2C,Smoc2,0.302,0.077,3.922077922,2.192024109,4.32E-18
PVT-2C,Cadm1,1,0.999,1.001001001,0.615653045,4.53E-18
PVT-2C,Tspan5,0.966,0.824,1.172330097,0.87398474,4.99E-18
PVT-2C,March1,0.993,0.993,1,-0.677190465,6.25E-18
PVT-2C,Rnf144b,0.376,0.117,3.213675214,2.161514202,6.98E-18
PVT-2C,Ppm1l,0.886,0.985,0.899492386,-0.862603535,7.24E-18
PVT-2C,Efr3b,0.725,0.927,0.782092772,-0.992441234,9.57E-18
PVT-2C,Tafa4,0.698,0.328,2.12804878,1.236456734,9.66E-18
PVT-2C,Rarb,0.369,0.729,0.50617284,-1.732246158,1.20E-17
PVT-2C,Cpne9,0.872,0.555,1.571171171,1.039513621,1.27E-17
PVT-2C,Nrbp2,0.94,0.735,1.278911565,0.933231826,1.84E-17
PVT-2C,Galnt18,0.94,0.747,1.258366801,0.980643565,2.75E-17
PVT-2C,Sdk2,0.664,0.913,0.727272727,-1.074809486,3.17E-17
PVT-2C,Pcdh19,0.832,0.55,1.512727273,1.123964641,4.10E-17
PVT-2C,Cacna1c,1,1,1,0.491646436,4.37E-17
PVT-2C,Pmp22,0.188,0.033,5.696969697,2.629663038,4.44E-17
PVT-2C,Cbln1,0.342,0.099,3.454545455,2.004833154,4.48E-17
PVT-2C,Dgkg,0.906,0.697,1.299856528,1.150665604,4.91E-17
PVT-2C,Maml3,0.785,0.921,0.852334419,-1.192217216,5.56E-17
PVT-2C,Epha10,0.826,0.592,1.39527027,1.125748983,7.44E-17
PVT-2C,Pitpnc1,0.718,0.927,0.774541532,-1.064105161,2.48E-16
PVT-2C,Gabra2,0.987,0.983,1.004069176,-0.810043054,3.08E-16
PVT-2C,Gm36388,0.141,0.02,7.05,2.892697443,3.67E-16
PVT-2C,Elmo1,0.973,0.99,0.982828283,-0.86931578,5.48E-16
PVT-2C,Rtl4,0.859,0.947,0.907074974,-1.050770899,7.43E-16
PVT-2C,Sdk1,0.651,0.865,0.752601156,-1.393753627,7.50E-16
PVT-2C,Heg1,0.309,0.088,3.511363636,2.327100268,1.21E-15
PVT-2C,Ksr1,0.557,0.244,2.282786885,1.470910017,2.03E-15
PVT-2C,Runx1t1,0.866,0.969,0.89370485,-0.94126401,3.22E-15
PVT-2C,Galnt14,0.342,0.698,0.489971347,-1.540585765,3.80E-15
PVT-2C,Tln2,0.987,0.993,0.993957704,-0.646963931,5.31E-15
PVT-2C,Car10,1,0.949,1.05374078,0.674541572,5.62E-15
PVT-2C,Pcdh15,0.946,0.745,1.269798658,0.686085744,6.14E-15
PVT-2C,Srpx2,0.282,0.075,3.76,1.951591132,6.34E-15
PVT-2C,Mllt3,0.919,0.976,0.941598361,-0.859459345,6.58E-15
PVT-2C,Pex5l,0.946,0.795,1.189937107,1.057298056,1.00E-14
PVT-2C,Dleu2,0.664,0.352,1.886363636,1.367876638,1.35E-14
PVT-2C,Unc5d,0.624,0.835,0.747305389,-1.489101219,1.88E-14
PVT-2C,Rskr,0.362,0.121,2.991735537,1.813560982,2.61E-14
PVT-2C,Mical2,0.664,0.346,1.919075145,1.295750554,3.57E-14
PVT-2C,Cntnap5c,0.832,0.954,0.8721174,-0.91036979,4.58E-14
PVT-2C,Nav3,1,1,1,-0.485952318,5.19E-14
PVT-2C,Slc44a5,0.738,0.435,1.696551724,1.30720071,5.96E-14
PVT-2C,Pde7b,0.953,0.826,1.153753027,0.77765337,6.17E-14
PVT-2C,Pcdh11x,0.221,0.579,0.381692573,-2.205811949,6.25E-14
PVT-2C,Ptk2b,0.564,0.26,2.169230769,1.355291088,6.72E-14
PVT-2C,Col25a1,1,0.891,1.122334456,0.665167824,7.18E-14
PVT-2C,Scn1a,1,0.986,1.014198783,0.508565138,8.12E-14
PVT-2C,Dlg2,1,1,1,0.406811415,9.35E-14
PVT-2C,Mast4,1,1,1,-0.46742947,9.79E-14
PVT-2C,Gm13629,0.946,0.814,1.162162162,0.797358791,1.08E-13
PVT-2C,Mctp1,0.987,0.939,1.051118211,0.685098152,1.35E-13
PVT-2C,Gm47352,0.262,0.07,3.742857143,2.147856526,1.55E-13
PVT-2C,Ntn1,0.148,0.025,5.92,2.522747834,2.89E-13
PVT-2C,Caln1,0.06,0.414,0.144927536,-3.790175448,3.09E-13
PVT-2C,Gm5149,0.403,0.148,2.722972973,1.572622888,3.96E-13
PVT-2C,Fstl5,0.953,0.81,1.17654321,0.906361878,4.16E-13
PVT-2C,Unc5c,1,1,1,-0.693060442,4.64E-13
PVT-2C,Asap2,0.906,0.7,1.294285714,0.837754895,5.54E-13
PVT-2C,Cdh13,0.812,0.944,0.860169492,-0.993718544,6.44E-13
PVT-2C,Tshz2,0.852,0.694,1.227665706,1.175536585,7.05E-13
PVT-2C,Plpp4,0.591,0.293,2.017064846,1.404340346,7.08E-13
PVT-2C,Gabrg1,0.114,0.473,0.241014799,-2.402672945,7.43E-13
PVT-2C,Khdrbs2,1,0.997,1.003009027,0.480723705,7.57E-13
PVT-2C,Epha3,0.745,0.894,0.833333333,-1.031589831,9.02E-13
PVT-2C,Olfm1,0.664,0.872,0.76146789,-0.947046627,1.11E-12
PVT-2C,Osbpl3,0.852,0.624,1.365384615,0.930915871,1.13E-12
PVT-2C,Cntn3,1,0.995,1.005025126,0.517393825,1.37E-12
PVT-2C,Hs6st3,0.987,0.928,1.063577586,0.655522849,1.41E-12
PVT-2C,Cntn1,1,0.993,1.007049345,0.46446778,1.91E-12
PVT-2C,Nox4,0.087,0.01,8.7,3.748057738,2.12E-12
PVT-2C,Ttc28,0.658,0.857,0.767794632,-1.125347294,2.26E-12
PVT-2C,Ablim1,0.953,0.983,0.96948118,-0.690232962,2.29E-12
PVT-2C,Myo5c,0.215,0.053,4.056603774,2.373323284,2.73E-12
PVT-2C,Ptprj,0.953,0.836,1.139952153,0.749921591,2.80E-12
PVT-2C,Pcdh7,0.886,0.805,1.100621118,0.876720084,2.95E-12
PVT-2C,Slc24a3,0.993,0.934,1.063169165,0.690387392,3.44E-12
PVT-2C,Ctnna2,1,1,1,-0.434156856,3.67E-12
PVT-2C,Macf1,1,1,1,-0.413172303,3.96E-12
PVT-2C,Gxylt2,0.362,0.13,2.784615385,1.818324602,5.55E-12
PVT-2C,Amph,1,0.998,1.002004008,-0.621335535,5.87E-12
PVT-2C,Agap1,0.98,0.993,0.986908359,-0.553218024,5.89E-12
PVT-2C,Kcnh7,1,1,1,0.383267574,6.22E-12
PVT-2C,Cnih3,0.289,0.088,3.284090909,1.718577595,6.58E-12
PVT-2C,Auts2,1,1,1,-0.33235198,6.89E-12
PVT-2C,Klf12,1,0.993,1.007049345,0.513890598,7.48E-12
PVT-2C,Olfm3,0.691,0.841,0.821640904,-1.29758062,8.27E-12
PVT-2C,Nin,1,0.945,1.058201058,0.610611278,9.78E-12
PVT-2C,Cdh6,0.43,0.744,0.577956989,-1.196193986,9.95E-12
PVT-2C,Trpm6,0.611,0.313,1.952076677,1.19366592,1.73E-11
PVT-2C,Camk4,0.611,0.853,0.716295428,-1.015829744,1.74E-11
PVT-2C,Nckap5,0.289,0.633,0.456556082,-1.438621702,2.52E-11
PVT-2C,Atp10a,0.98,0.892,1.098654709,0.683669505,2.72E-11
PVT-2C,Pkp4,0.973,0.995,0.977889447,-0.560167447,3.55E-11
PVT-2C,Mmp16,0.933,0.985,0.947208122,-0.635225494,4.26E-11
PVT-2C,Galnt17,0.98,0.995,0.984924623,-0.591949892,4.89E-11
PVT-2C,Sidt1,0.913,0.762,1.19816273,0.787079627,4.98E-11
PVT-2C,Gm4128,0.221,0.059,3.745762712,2.071172748,6.31E-11
PVT-2C,Fstl4,0.678,0.361,1.878116343,0.770594627,7.18E-11
PVT-2C,Ccdc148,0.691,0.84,0.822619048,-1.044535058,7.61E-11
PVT-2C,Diaph2,0.953,0.805,1.183850932,0.758292808,1.07E-10
PVT-2C,Colec12,0.403,0.158,2.550632911,1.373323284,1.24E-10
PVT-2C,Ncam1,1,0.999,1.001001001,-0.40615044,1.28E-10
PVT-2C,Hs3st3a1,0.081,0.009,9,3.256445714,1.73E-10
PVT-2C,Clvs1,0.953,0.85,1.121176471,0.630607828,2.13E-10
PVT-2C,St6gal1,0.456,0.203,2.246305419,1.413376891,2.16E-10
PVT-2C,Ano3,0.067,0.387,0.173126615,-2.709374303,2.18E-10
PVT-2C,Robo1,1,1,1,0.414572528,2.20E-10
PVT-2C,Cdon,0.577,0.304,1.898026316,1.250671076,2.96E-10
PVT-2C,Klhl14,0.221,0.062,3.564516129,2.421076416,3.30E-10
PVT-2C,Pou2f1,0.946,0.979,0.966292135,-0.689447293,3.83E-10
PVT-2C,Usp3,0.678,0.412,1.645631068,1.182982293,3.94E-10
PVT-2C,Ndst3,0.98,0.936,1.047008547,0.547705673,4.76E-10
PVT-2C,Bmp6,0.423,0.179,2.363128492,1.281296578,5.14E-10
PVT-2C,Grid1,1,0.984,1.016260163,0.439871145,5.27E-10
PVT-2C,Srgap1,0.993,0.996,0.996987952,-0.547324871,5.84E-10
PVT-2C,Necab2,0.181,0.482,0.375518672,-2.096558785,6.17E-10
PVT-2C,Gm27246,0.121,0.021,5.761904762,2.517694606,6.78E-10
PVT-2C,Fhod3,0.987,0.994,0.992957746,-0.694180451,7.03E-10
PVT-2C,Fam189a1,1,0.979,1.02145046,0.490229949,8.02E-10
PVT-2C,Slc1a2,1,0.991,1.009081736,0.469219283,1.00E-09
PVT-2C,Maob,0.523,0.771,0.678339818,-1.129492796,1.08E-09
PVT-2C,Csmd2,0.919,0.979,0.938712972,-0.627613592,1.09E-09
PVT-2C,Lama5,0.101,0.015,6.733333333,2.781666131,1.36E-09
PVT-2C,Dock2,0.181,0.496,0.364919355,-1.798624013,1.38E-09
PVT-2C,Tmem255a,0.04,0.335,0.119402985,-3.42473527,1.79E-09
PVT-2C,Lypd6,0.201,0.51,0.394117647,-1.906058171,1.88E-09
PVT-2C,Ptprd,1,1,1,-0.335997331,1.90E-09
PVT-2C,Zfp608,0.906,0.749,1.209612817,0.76918103,3.16E-09
PVT-2C,Hlf,0.906,0.703,1.288762447,0.767269707,3.95E-09
PVT-2C,Adamtsl1,0.134,0.447,0.299776286,-1.941929826,4.42E-09
PVT-2C,Evi5,0.913,0.784,1.164540816,0.738681791,4.66E-09
PVT-2C,Ctnnd2,1,1,1,0.285939351,5.44E-09
PVT-2C,Smoc1,0.134,0.441,0.303854875,-1.846610627,7.47E-09
PVT-2C,Sgcz,0.993,0.848,1.170990566,0.413863647,8.35E-09
PVT-2C,Ptpru,0.107,0.411,0.260340633,-1.870223724,1.02E-08
PVT-2C,Lmod2,0.087,0.012,7.25,2.789319704,1.06E-08
PVT-2C,Apbb2,0.993,0.988,1.005060729,0.451844996,1.17E-08
PVT-2C,Gm5118,0.081,0.011,7.363636364,2.989065838,1.18E-08
PVT-2C,Nyap2,1,0.964,1.037344398,0.525372784,1.26E-08
